,exp,beta_i,t0,s
334,334,0.00011111111111111112,700.0,-0.9997152752346463
335,335,0.00011111111111111112,700.0,-0.9996982150607638
336,336,0.00011111111111111112,700.0,-0.9996877246432834
337,337,0.00011111111111111112,700.0,-0.9997115665011935
338,338,0.00011111111111111112,700.0,0.9411001205444336
339,339,0.00011111111111111112,700.0,-0.9996975792778863
340,340,0.00011111111111111112,700.0,-0.9996994866265191
341,341,0.00011111111111111112,700.0,-0.9997047848171658
342,342,0.00011111111111111112,700.0,-0.9996871948242188
343,343,0.00011111111111111112,700.0,-0.9996927049424913
344,344,0.00011111111111111112,700.0,-0.9996125962999132
345,345,0.00011111111111111112,700.0,-0.9996892081366645
346,346,0.00011111111111111112,700.0,-0.9996895260281033
347,347,0.00011111111111111112,700.0,-0.9996879365709093
348,348,0.00011111111111111112,700.0,-0.9997055265638564
349,349,0.00011111111111111112,700.0,-0.9997203614976671
350,350,0.00011111111111111112,800.0,0.9659156799316406
351,351,0.00011111111111111112,800.0,-0.9997052086724175
352,352,0.00011111111111111112,800.0,-0.999710930718316
353,353,0.00011111111111111112,800.0,0.962688128153483
354,354,0.00011111111111111112,800.0,-0.9997175004747179
355,355,0.00011111111111111112,800.0,-0.999728626675076
356,356,0.00011111111111111112,800.0,-0.999678717719184
357,357,0.00011111111111111112,800.0,-0.9997151692708334
358,358,0.00011111111111111112,800.0,0.9661514494154189
359,359,0.00011111111111111112,800.0,0.9670492808024088
360,360,0.00011111111111111112,800.0,-0.9997431437174479
361,361,0.00011111111111111112,800.0,0.9649648666381836
362,362,0.00011111111111111112,800.0,-0.999714109632704
363,363,0.00011111111111111112,800.0,-0.9996702406141493
364,364,0.00011111111111111112,800.0,-0.9996527565850152
365,365,0.00011111111111111112,800.0,-0.9997283087836372
366,366,0.00011111111111111112,800.0,-0.9996959898206923
367,367,0.00011111111111111112,800.0,-0.9996865590413412
368,368,0.00011111111111111112,800.0,0.9663989808824327
369,369,0.00011111111111111112,800.0,-0.9996720419989692
370,370,0.00011111111111111112,800.0,-0.9997434616088867
371,371,0.00011111111111111112,800.0,-0.9997382693820529
372,372,0.00011111111111111112,800.0,-0.9997006522284614
373,373,0.00011111111111111112,800.0,0.9645158979627821
374,374,0.00011111111111111112,800.0,-0.9997294743855795
375,375,0.00011111111111111112,800.0,-0.9997036192152235
376,376,0.00011111111111111112,800.0,-0.9997065862019857
377,377,0.00011111111111111112,800.0,-0.9997071160210503
378,378,0.00011111111111111112,800.0,-0.9997084935506185
379,379,0.00011111111111111112,800.0,-0.9997010760837131
380,380,0.00011111111111111112,800.0,-0.9996927049424913
381,381,0.00011111111111111112,800.0,-0.999704466925727
382,382,0.00011111111111111112,800.0,-0.9997016059027778
383,383,0.00011111111111111112,800.0,-0.9996999104817709
384,384,0.00011111111111111112,800.0,-0.9996952480740018
385,385,0.00011111111111111112,800.0,-0.9997153811984592
386,386,0.00011111111111111112,800.0,-0.9996772342258029
387,387,0.00011111111111111112,800.0,-0.999693234761556
388,388,0.00011111111111111112,800.0,-0.9996914333767362
389,389,0.00011111111111111112,800.0,-0.9996865590413412
390,390,0.00011111111111111112,800.0,-0.9996952480740018
391,391,0.00011111111111111112,800.0,-0.9997106128268771
392,392,0.00011111111111111112,800.0,-0.9996960957845052
393,393,0.00011111111111111112,800.0,-0.9997293684217665
394,394,0.00011111111111111112,800.0,-0.9997034072875977
395,395,0.00011111111111111112,800.0,-0.9997081756591797
396,396,0.00011111111111111112,800.0,-0.999718983968099
397,397,0.00011111111111111112,800.0,-0.9996953540378146
398,398,0.00011111111111111112,800.0,-0.9997033013237847
399,399,0.00011111111111111112,800.0,-0.9997277789645724
400,400,0.00035136418446315325,100.0,0.9194578594631619
401,401,0.00035136418446315325,100.0,0.9234027862548828
402,402,0.00035136418446315325,100.0,0.9288113911946615
403,403,0.00035136418446315325,100.0,0.9313246409098307
404,404,0.00035136418446315325,100.0,-0.9913074705335829
405,405,0.00035136418446315325,100.0,0.9304750230577257
406,406,0.00035136418446315325,100.0,0.9353170394897461
407,407,0.00035136418446315325,100.0,0.9156496259901259
408,408,0.00035136418446315325,100.0,0.9208415349324545
409,409,0.00035136418446315325,100.0,0.9300128089057075
410,410,0.00035136418446315325,100.0,0.9317077000935873
411,411,0.00035136418446315325,100.0,0.9277511172824435
412,412,0.00035136418446315325,100.0,0.9282300737169054
413,413,0.00035136418446315325,100.0,0.9243681165907118
414,414,0.00035136418446315325,100.0,0.9147027333577474
415,415,0.00035136418446315325,100.0,0.9228134155273438
416,416,0.00035136418446315325,100.0,0.9222462972005209
417,417,0.00035136418446315325,100.0,0.8992082807752821
418,418,0.00035136418446315325,100.0,0.9350236256917318
419,419,0.00035136418446315325,100.0,0.9251046710544162
420,420,0.00035136418446315325,100.0,0.9257982042100694
421,421,0.00035136418446315325,100.0,0.9247671763102213
422,422,0.00035136418446315325,100.0,0.9249022801717123
423,423,0.00035136418446315325,100.0,0.9347745047675239
424,424,0.00035136418446315325,100.0,-0.9806145562065972
425,425,0.00035136418446315325,100.0,0.9381134245130751
426,426,0.00035136418446315325,100.0,0.934337298075358
427,427,0.00035136418446315325,100.0,0.9321200052897135
428,428,0.00035136418446315325,100.0,0.9270351197984483
429,429,0.00035136418446315325,100.0,0.9202759000990126
430,430,0.00035136418446315325,100.0,-0.9973203870985243
431,431,0.00035136418446315325,100.0,0.9186062282986112
432,432,0.00035136418446315325,100.0,0.9283417595757378
433,433,0.00035136418446315325,100.0,0.9363016552395291
434,434,0.00035136418446315325,100.0,0.9360794491238065
435,435,0.00035136418446315325,100.0,-0.9821714825100369
436,436,0.00035136418446315325,100.0,-0.9986376232571073
437,437,0.00035136418446315325,100.0,0.9003050062391493
438,438,0.00035136418446315325,100.0,0.9268790351019965
439,439,0.00035136418446315325,100.0,0.9317824045817057
440,440,0.00035136418446315325,100.0,0.9234961403740777
441,441,0.00035136418446315325,100.0,0.9194091161092123
442,442,0.00035136418446315325,100.0,0.9336304134792752
443,443,0.00035136418446315325,100.0,0.9168197843763564
444,444,0.00035136418446315325,100.0,0.9333971871270074
445,445,0.00035136418446315325,100.0,0.928895632425944
446,446,0.00035136418446315325,100.0,0.9358337190416124
447,447,0.00035136418446315325,100.0,0.9153508080376519
448,448,0.00035136418446315325,100.0,0.9195538626776801
449,449,0.00035136418446315325,100.0,0.9380516476101346
450,450,0.00035136418446315325,200.0,0.8118734359741211
451,451,0.00035136418446315325,200.0,0.7578171624077691
452,452,0.00035136418446315325,200.0,0.8326339191860623
453,453,0.00035136418446315325,200.0,0.8456980917188857
454,454,0.00035136418446315325,200.0,-0.9835632112291124
455,455,0.00035136418446315325,200.0,0.8364712397257487
456,456,0.00035136418446315325,200.0,0.8548281987508138
457,457,0.00035136418446315325,200.0,0.8253435028923882
458,458,0.00035136418446315325,200.0,0.8246782620747884
459,459,0.00035136418446315325,200.0,0.8446278042263455
460,460,0.00035136418446315325,200.0,0.7844720946417915
461,461,0.00035136418446315325,200.0,0.8430340554979112
462,462,0.00035136418446315325,200.0,0.8402750227186415
463,463,0.00035136418446315325,200.0,0.7420529259575738
464,464,0.00035136418446315325,200.0,0.806865374247233
465,465,0.00035136418446315325,200.0,0.8120473225911459
466,466,0.00035136418446315325,200.0,-0.45287322998046875
467,467,0.00035136418446315325,200.0,0.8046077092488607
468,468,0.00035136418446315325,200.0,0.8551763958401151
469,469,0.00035136418446315325,200.0,0.814265251159668
470,470,0.00035136418446315325,200.0,0.823378774854872
471,471,0.00035136418446315325,200.0,0.8056546317206489
472,472,0.00035136418446315325,200.0,0.8382821083068848
473,473,0.00035136418446315325,200.0,0.845586723751492
474,474,0.00035136418446315325,200.0,0.3282238377465142
475,475,0.00035136418446315325,200.0,0.8542032241821289
476,476,0.00035136418446315325,200.0,0.8418229420979818
477,477,0.00035136418446315325,200.0,0.8367829322814941
478,478,0.00035136418446315325,200.0,0.8306927151150174
479,479,0.00035136418446315325,200.0,0.8288808398776584
480,480,0.00035136418446315325,200.0,-0.9935819837782118
481,481,0.00035136418446315325,200.0,0.8131568166944716
482,482,0.00035136418446315325,200.0,0.8412125905354818
483,483,0.00035136418446315325,200.0,0.8224217096964518
484,484,0.00035136418446315325,200.0,0.84095123079088
485,485,0.00035136418446315325,200.0,-0.8642729123433431
486,486,0.00035136418446315325,200.0,-0.996651119656033
487,487,0.00035136418446315325,200.0,-0.9643290837605795
488,488,0.00035136418446315325,200.0,0.8361589643690321
489,489,0.00035136418446315325,200.0,0.8431261910332574
490,490,0.00035136418446315325,200.0,0.8211630715264214
491,491,0.00035136418446315325,200.0,-0.9519954257541232
492,492,0.00035136418446315325,200.0,0.8361460897657607
493,493,0.00035136418446315325,200.0,0.6768486764695909
494,494,0.00035136418446315325,200.0,0.8367480701870389
495,495,0.00035136418446315325,200.0,0.7676792674594455
496,496,0.00035136418446315325,200.0,0.8311227162679037
497,497,0.00035136418446315325,200.0,0.8019173410203722
498,498,0.00035136418446315325,200.0,0.7437105178833008
499,499,0.00035136418446315325,200.0,0.8311240408155653
500,500,0.00035136418446315325,300.0,0.9103712505764432
501,501,0.00035136418446315325,300.0,0.84972169664171
502,502,0.00035136418446315325,300.0,0.8838560316297743
503,503,0.00035136418446315325,300.0,0.9143043094211154
504,504,0.00035136418446315325,300.0,-0.9984823862711588
505,505,0.00035136418446315325,300.0,0.9084848827785916
506,506,0.00035136418446315325,300.0,0.9112628300984701
507,507,0.00035136418446315325,300.0,0.9033665127224393
508,508,0.00035136418446315325,300.0,0.908357302347819
509,509,0.00035136418446315325,300.0,0.9089226192898221
510,510,0.00035136418446315325,300.0,-0.9933128356933594
511,511,0.00035136418446315325,300.0,0.9118643866644965
