,exp,beta_i,t0,std,mean
0,10000,1.0,200,0.9949381852421331,3.00873224049635
1,10001,1.0,200,0.9951797446349714,2.998688666532224
2,10002,1.0,200,1.0072228429658723,2.995043996388302
3,10003,1.0,200,1.0113386412545293,2.9717148928897155
4,10004,1.0,200,1.0037079056326148,2.9843863661999017
5,10005,1.0,200,0.9875448454898669,2.9951806424576732
6,10006,1.0,200,0.9863784524271377,2.981337979646079
7,10007,1.0,200,1.013446859043023,2.9842422012390055
8,10008,1.0,200,1.0072577584277076,2.9836946952453363
9,10009,1.0,200,0.9914593289248866,2.9875690328453897
10,10010,1.0,200,1.0011406464401424,2.989013614470494
11,10011,1.0,200,1.0114290238570893,2.976186975311203
12,10012,1.0,200,0.9967514872141564,2.9917249428293924
13,10013,1.0,200,0.9921670639825748,2.9791056437929795
14,10014,1.0,200,1.0042489870462692,2.9767527880513827
15,10015,1.0,200,0.9909036946731492,2.9882012295253966
16,10016,1.0,200,0.9952818186584889,2.980842336834968
17,10017,1.0,200,0.9954885877082751,2.9864464641302866
18,10018,1.0,200,0.999331823791672,2.9847040405489316
19,10019,1.0,200,0.9980016677749154,2.9843369835086895
20,10020,1.0,200,1.0090724189519258,2.971535161808059
21,10021,1.0,200,1.005769958320898,2.9794613846130966
22,10022,1.0,200,0.9993520026189568,3.0004547375904713
23,10023,1.0,200,1.0070163242418149,2.9813010901453665
24,10024,1.0,200,0.9964384931509166,2.9952914870869543
25,10025,1.0,200,1.010035794205797,2.9980565266399593
26,10026,1.0,200,1.0011322893571744,2.9953011203063724
27,10027,1.0,200,0.9990018405386059,2.9799905849929464
28,10028,1.0,200,0.996275705736849,2.9861464026717353
29,10029,1.0,200,0.9915323404920358,3.00331019820461
30,10030,1.0,200,0.9997386536961896,2.972424092498332
31,10031,1.0,200,0.9846447567084045,2.9872012886713724
32,10032,1.0,200,1.0036003930497999,2.9884635239565442
33,10033,1.0,200,1.0089800749544415,2.97369871042775
34,10034,1.0,200,0.9979058380879053,2.97340522063815
35,10035,1.0,200,1.000166747126616,2.9868134248817504
36,10036,1.0,200,0.999895016177341,2.9872393603325453
37,10037,1.0,200,1.0055988476150568,2.986397161735169
38,10038,1.0,200,1.0055495523096565,2.9747623091821405
39,10039,1.0,200,0.9982492738792554,2.988411905574496
40,10040,1.0,200,0.9999911351476871,2.985733453398152
41,10041,1.0,200,1.0040104047754477,2.997663545952156
42,10042,1.0,200,0.9965695764876429,2.9660391700659963
43,10043,1.0,200,0.9872110248259615,2.9981280362087044
44,10044,1.0,200,1.0081419693477942,2.9938901283456465
45,10045,1.0,200,0.997875837119345,2.9786930767628346
46,10046,1.0,200,0.9998344709383475,2.992426354631566
47,10047,1.0,200,1.0024000696012607,2.995067456541778
48,10048,1.0,200,1.0144704757215528,2.9859489298940134
49,10049,1.0,200,0.9955017098076292,3.00630973848756
50,10050,1.0,200,1.005325214945969,2.9813693186621815
51,10051,1.0,200,0.9979510447969497,2.990613603400073
52,10052,1.0,200,0.9991993973736266,2.9890501385593606
53,10053,1.0,200,0.9995590547082932,2.9787938022927802
54,10054,1.0,200,0.9976188951706139,3.001117102598273
55,10055,1.0,200,1.0020971922860993,2.9875362675618806
56,10056,1.0,200,1.0017491147593318,2.987192089031974
57,10057,1.0,200,1.0007003401792018,2.993004726968166
58,10058,1.0,200,1.0071602683755543,2.9829424717382453
59,10059,1.0,200,0.9820407738576685,2.995815536824223
60,10060,1.0,200,0.9992793273214081,2.9979240281903308
61,10061,1.0,200,1.0009871016256424,2.988206809564774
62,10062,1.0,200,1.0047708347211204,2.981072062226171
63,10063,1.0,200,1.0110748461394279,3.0022458326106554
64,10064,1.0,200,0.9968556858892352,2.978546672320741
65,10065,1.0,200,0.9964839339008439,2.9873278023598298
66,10066,1.0,200,1.0079638501629753,2.9994563251891533
67,10067,1.0,200,1.0024860785577985,2.985985070200182
68,10068,1.0,200,0.9978440856718052,2.9978579460147126
69,10069,1.0,200,1.010009593690607,2.9779945202283122
70,10070,1.0,200,0.9926604308015559,2.9857999296058986
71,10071,1.0,200,0.9929632360751528,3.0043710239855534
72,10072,1.0,200,1.0046712132680975,2.9817341996863953
73,10073,1.0,200,1.002083872551593,2.990240940740949
74,10074,1.0,200,1.0073954159224405,2.9884546432946824
75,10075,1.0,200,0.9975008772208579,2.9947690969793492
76,10076,1.0,200,1.006516570667894,2.9816484074313006
77,10077,1.0,200,1.0062297875728743,2.982664302842695
78,10078,1.0,200,1.0089870239879226,2.9946313693860285
79,10079,1.0,200,1.0064526117173567,2.994838423354653
80,10080,1.0,200,0.9957695112490361,2.983190333633143
81,10081,1.0,200,1.0004748523827975,2.98667949690586
82,10082,1.0,200,0.9957795201399533,2.977937393207624
83,10083,1.0,200,1.0125017256841216,2.990594625113269
84,10084,1.0,200,0.9966678822233976,2.984542248649668
85,10085,1.0,200,1.0046808874499282,2.987315980659605
86,10086,1.0,200,1.014634602192562,2.9764856214686177
87,10087,1.0,200,1.0155781808436042,2.9931318932758666
88,10088,1.0,200,0.9944333939177575,2.986717572891963
89,10089,1.0,200,1.0098644034999835,2.9889863699357124
90,10090,1.0,200,1.0025269950465467,2.9911894739545213
91,10091,1.0,200,0.9944967432807058,2.98662892879002
92,10092,1.0,200,1.001253884926533,2.9782671446389655
93,10093,1.0,200,1.0104337098145588,3.0023572489407266
